행정동_코드,행정동_코드_명,총_유동인구_수_상관계수,총_유동인구_수_위험도점수,지출_총금액_상관계수,지출_총금액_위험도점수,직장_인구_수_상관계수,직장_인구_수_위험도점수,점포_수_상관계수,점포_수_위험도점수,종합_위험도_점수
11110515,청운효자동,0.016958953367143575,0.9830410466328564,0.04835945785877897,0.9516405421412211,,,0.7373024862076257,0.26269751379237427,0.7324597008554838
11110530,사직동,0.01658635208750758,0.9834136479124924,0.01459304852254192,0.985406951477458,,,0.9371058119962152,0.06289418800378477,0.6772382624645784
11110540,삼청동,0.07571350682674122,0.9242864931732588,0.08226900167317032,0.9177309983268297,,,0.9392789240005358,0.06072107599946419,0.6342461891665175
11110550,부암동,-0.024685120727380085,1.0246851207273802,0.06728003533919599,0.932719964660804,,,0.21786816956046337,0.7821318304395366,0.9131789719425735
11110560,평창동,0.002822314484675225,0.9971776855153248,0.008738400185097665,0.9912615998149024,,,0.6194643689873653,0.38053563101263466,0.7896583054476206
11110570,무악동,-0.010533166211615989,1.010533166211616,0.015310572523253943,0.984689427476746,,,-0.09797544458613452,1.0979754445861345,1.0310660127581655
11110580,교남동,-0.0060308848295791626,1.0060308848295791,-0.00818165677590128,1.0081816567759012,,,0.6828349843847692,0.3171650156152308,0.7771258524069037
11110600,가회동,0.033115377051895316,0.9668846229481047,0.050893499536199684,0.9491065004638003,,,0.8429319877672531,0.1570680122327469,0.6910197118815508
11110615,종로1?2?3?4가동,,,,,,,,,
11110630,종로5?6가동,,,,,,,,,
11110640,이화동,0.03228699752938992,0.9677130024706101,0.02296196693948488,0.9770380330605151,,,0.6329697876290424,0.36703021237095756,0.7705937493006942
11110650,혜화동,0.01212183382358412,0.9878781661764159,0.014996706483037572,0.9850032935169625,,,0.8807346261828733,0.11926537381712665,0.697382277836835
11110670,창신1동,0.011055669951490047,0.9889443300485099,0.006173417062070887,0.9938265829379291,,,0.42327415698446497,0.5767258430155351,0.8531655853339913
11110680,창신2동,0.005117086466458208,0.9948829135335417,0.009586094611102054,0.990413905388898,,,0.781909280011352,0.21809071998864804,0.7344625129703625
11110690,창신3동,0.0794835259292581,0.9205164740707419,-0.011168318434234405,1.0111683184342344,,,0.311111727931785,0.688888272068215,0.8735243548577305
11110700,숭인1동,0.06206119135463875,0.9379388086453613,0.026521094598057487,0.9734789054019425,,,0.23800990537843683,0.7619900946215632,0.8911359362229557
11110710,숭인2동,-0.022039985525040034,1.02203998552504,0.006415970368065748,0.9935840296319343,,,0.7304695057583257,0.2695304942416743,0.7617181697995495
11140520,소공동,-4.280219860594339e-06,1.0000042802198605,0.007595743091448891,0.9924042569085512,,,0.3547850633403167,0.6452149366596833,0.8792078245960316
11140540,회현동,0.02445388843914259,0.9755461115608575,0.02938637774406348,0.9706136222559365,,,0.8375726723404708,0.16242732765952916,0.702862353825441
11140550,명동,0.010387399323761324,0.9896126006762387,0.008106160170251616,0.9918938398297484,,,0.7804399816350952,0.2195600183649048,0.7336888196236306
11140570,필동,0.022672015337200608,0.9773279846627994,0.025914836244592107,0.9740851637554079,,,0.9003538685496872,0.09964613145031276,0.68368642662284
11140580,장충동,-0.02615500012359033,1.0261550001235904,-0.0300891878543562,1.030089187854356,,,0.8744472128946319,0.1255527871053681,0.7272656583611049
11140590,광희동,-0.0073378724700666,1.0073378724700666,-0.005916016151211457,1.0059160161512115,,,0.1326886524765761,0.8673113475234239,0.9601884120482339
11140605,을지로동,-0.008342139933405806,1.0083421399334058,0.007376730256657715,0.9926232697433423,,,0.6215120496939758,0.3784879503060242,0.7931511199942575
11140615,신당동,0.00804930065555789,0.9919506993444421,0.024054699291870856,0.9759453007081291,,,0.961378207913086,0.038621792086913964,0.6688392640464951
11140625,다산동,0.0337488347911659,0.9662511652088341,0.03865835042089078,0.9613416495791092,,,0.5308340616062063,0.4691659383937937,0.7989195843939124
11140635,약수동,-0.03620738222331182,1.0362073822233118,0.024009594420694686,0.9759904055793053,,,0.4832082103883775,0.5167917896116225,0.8429965258047464
11140645,청구동,0.018730028448297888,0.9812699715517021,0.0019602012291014383,0.9980397987708985,,,0.8150041712087279,0.18499582879127208,0.7214351997046243
11140650,신당5동,-0.023870475649498755,1.0238704756494987,0.018836574819008887,0.9811634251809911,,,0.7052193325522403,0.29478066744775966,0.7666048560927498
11140665,동화동,-0.004229427802242373,1.0042294278022423,0.04985163236389464,0.9501483676361053,,,0.8563692407334228,0.1436307592665772,0.6993361849016416
11140670,황학동,-8.53769606570666e-05,1.000085376960657,0.02183328511717565,0.9781667148828244,,,0.6813820586434467,0.3186179413565533,0.7656233444000117
11140680,중림동,-0.04049320543418458,1.0404932054341847,0.020097619334603252,0.9799023806653967,,,0.6331953764432651,0.36680462355673493,0.7957334032187721
11170510,후암동,-0.0064960713638488165,1.0064960713638489,0.006518051281242132,0.9934819487187578,,,0.5772121566956401,0.4227878433043599,0.8075886211289888
11170520,용산2가동,0.045133272178252345,0.9548667278217476,0.04312797342430991,0.95687202657569,,,0.5597824265525778,0.4402175734474222,0.7839854426149532
11170530,남영동,0.0019312907884863925,0.9980687092115136,0.013438712981611586,0.9865612870183884,,,0.8823810241932687,0.11761897580673131,0.7007496573455444
11170555,청파동,0.03759747521432717,0.9624025247856728,0.03575454039095804,0.964245459609042,,,0.6747561713083836,0.3252438286916164,0.7506306043621104
11170560,원효로1동,-0.0034274692075300047,1.00342746920753,-0.0023902686942846928,1.0023902686942847,,,0.9763763791909257,0.02362362080907432,0.6764804529036296
11170570,원효로2동,-0.015871638590472827,1.015871638590473,0.021477407408398992,0.978522592591601,,,0.9618213924811678,0.038178607518832175,0.6775242795669687
11170580,효창동,0.03863903377489433,0.9613609662251057,0.03214328661649676,0.9678567133835032,,,0.38666330723211567,0.6133366927678843,0.8475181241254978
11170590,용문동,0.01647528955182913,0.9835247104481709,-0.015046503153993826,1.015046503153994,,,0.4697558435282022,0.5302441564717978,0.842938456691321
11170625,한강로동,-0.006881033014662975,1.006881033014663,-0.0017064868757378736,1.001706486875738,,,0.8806825884624845,0.11931741153751552,0.7093016438093054
11170630,이촌1동,-0.0013736002990445916,1.0013736002990445,0.004487865461388558,0.9955121345386114,,,0.4469414130859276,0.5530585869140724,0.8499814405839095
